applyState,attribute,attribute_dictText,auditBy,auditName,auditTime,batchNumber,boutique,browse,caseTime,category,category_dictText,contractModleName,contractModleUrl,createBy,createName,createTime,delFlag,description,frozenStatus,fwType,fwTypeName,fwType_dictText,hwPrice1,hwPrice2,hwPrice3,hwPriceList,id,introduction,label,labelIds,level,logo,logoUrl,name,negotiation,negotiation_dictText,newProduct,opinion,outTime,price,purchase,realNameType,scene,sceneName,scene_dictText,serviceDescription,serviceFeeRatio,serviceName,serviceNote,serviceState,shelf,shelfApplyFileName,shelfApplyFileUrl,shelfTime,source,status,subject,subjectName,supplierId,themeId,themeId_dictText,totalPrice,tradeUserType,type,updateBy,updateTime,url,violationStatus,warnProcessTime
<p>计费方式：面议</p><p>交付形态：资源文件</p>,,,1,超级管理员,2024-04-02,20240328145433195810,1,48,,,,数慧时空-数据服务合同模板.docx,https://s-minio.hunandex.com/hunan/合同/014cf818f5ef45299098177ed64f6fe2.docx,8a69f5778c0eb508018c13a703d00002,北京数慧时空信息技术有限公司,2024-03-28,1,用户指定RGB融合影像或者区域的温室、大棚服务，并提供其监测数据，可用于耕地非农非粮、智慧耕保、区域大棚监测等多领域应用。,1,1060,,数据购买服务,,,,[],1773242253664243714,用户指定RGB融合影像或者区域的温室、大棚服务，并提供其监测数据，可用于耕地非农非粮、智慧耕保、区域大棚监测等多领域应用。,"云基础服务,智能安全","云基础服务,智能安全",,https://s-minio.hunandex.com/hunan/应用商品审核/19d3f66ae63d4f72b2863568815c9c98.png,https://s-minio.hunandex.com/hunan/应用商品审核/19d3f66ae63d4f72b2863568815c9c98.png,温室大棚监测数据,1,是,1,通过,,,,,1056,工业制造,工业制造,,0.05,,,,2,产品上架申请表（已盖章）.pdf,https://s-minio.hunandex.com/hunan/合同/06bacb2e6a72454aabcb561bdf2178d6.pdf,,1,2,,,8a69f5758c0fa970018c18e166060011,,,面议,1,3,8a69f5778c0eb508018c13a703d00002,2025-12-10 14:53:43,,1,
基于湖南省基础地理信息数据库，依据湖南省行政区划界线标准画法和最新境界、标准地名成果，采用其他自然地理要素和人文专题要素的现势性资料编制而成。,,,,,2024-09-09,20240909155526696687,2,10,2024-09-09,,,,,8a69d8528d3be3a1018e79b4fc720070,长沙数据登记管理中心有限公司,2024-09-09,1,基于湖南省基础地理信息数据库，依据湖南省行政区划界线标准画法和最新境界、标准地名成果，采用其他自然地理要素和人文专题要素的现势性资料编制而成。,1,,,,,,,[],1833051575831703553,基于湖南省基础地理信息数据库，依据湖南省行政区划界线标准画法和最新境界、标准地名成果，采用其他自然地理要素和人文专题要素的现势性资料编制而成。,"数据服务,地图信息","数据服务,地图信息",,https://s-minio.hunandex.com/hunan/商品审核/ce2796a991ff45d985a3f1266f16c2b2.jpg,https://s-minio.hunandex.com/hunan/商品审核/ce2796a991ff45d985a3f1266f16c2b2.jpg,2022_石鼓区标准地图行政区划示意版32开,1,是,2,同意,2034-09-09,,,,1048,卫星遥感,卫星遥感,,,,新闻宣传用图、书刊报纸插图、广告展示背景图、工艺品设计底图等，也可作为编制公开版地图的参考底图。,,2,,,,1,2,,,8a69d84f8d3f76b6018e79cde07900f3,,,面议,,1,,2025-11-08 00:06:43,,1,
<p>xx省2021年8月地级以上城市集中式生活饮用水水源水质状况报告</p>,,,1726865221964046338,数据交易,2024-12-18,20241213114512149567,2,8,,,,面议.docx,https://s-minio.hunandex.com/hunan/合同/c1140cae05a9433b83f084d4c2f2d926.docx,8a69d8528d3be3a1018e79b4fc720070,长沙数据登记管理中心有限公司,2024-12-13,1,xx省2021年8月地级以上城市集中式生活饮用水水源水质状况报告,1,,,,,,,[],1867415446544633858,xx省2021年8月地级以上城市集中式生活饮用水水源水质状况报告,"数据存储,数据仓库,数据中台,数据系统部署,数据中心","数据存储,数据仓库,数据中台,数据系统部署,数据中心",,https://s-minio.hunandex.com/hunan/应用商品审核/5a517140effe45cea72857c1638d3e34.png,https://s-minio.hunandex.com/hunan/应用商品审核/5a517140effe45cea72857c1638d3e34.png,xx省2021年8月地级以上城市集中式生活饮用水水源水质状况报告,1,是,2,交易部,2035-12-01,,,,1042,城市治理,城市治理,,0.05,,,,2,政务数据上架审批表(1).pdf,https://s-minio.hunandex.com/hunan/合同/7e043b0d3a3b4fb095b457384ede2ce5.pdf,,1,2,,,8a69d84f8d3f76b6018e79cde07900f3,,,面议,1,3,8a69d8528d3be3a1018e79b4fc720070,2025-12-29 01:52:19,,1,
基于湖南省基础地理信息数据库，依据湖南省行政区划界线标准画法和最新境界、标准地名成果，采用其他自然地理要素和人文专题要素的现势性资料编制而成。,,,,,2024-09-09,20240909155526257041,2,17,2024-09-09,,,,,8a69d8528d3be3a1018e79b4fc720070,长沙数据登记管理中心有限公司,2024-09-09,1,基于湖南省基础地理信息数据库，依据湖南省行政区划界线标准画法和最新境界、标准地名成果，采用其他自然地理要素和人文专题要素的现势性资料编制而成。,1,,,,,,,[],1833051575122866177,基于湖南省基础地理信息数据库，依据湖南省行政区划界线标准画法和最新境界、标准地名成果，采用其他自然地理要素和人文专题要素的现势性资料编制而成。,"数据服务,地图信息","数据服务,地图信息",,https://s-minio.hunandex.com/hunan/商品审核/d4a5bbb34c54441db160ec3f8220a61d.jpg,https://s-minio.hunandex.com/hunan/商品审核/d4a5bbb34c54441db160ec3f8220a61d.jpg,2022_石鼓区标准地图影像版8开,1,是,2,同意,2034-09-09,,,,1048,卫星遥感,卫星遥感,,,,新闻宣传用图、书刊报纸插图、广告展示背景图、工艺品设计底图等，也可作为编制公开版地图的参考底图。,,2,,,,1,2,,,8a69d84f8d3f76b6018e79cde07900f3,,,面议,,1,,2025-11-08 00:05:13,,1,
<p>使用案例：某全国股份银行通过引入数星风控系列产品，为全集团近12家金融子公司贷后风险管理、投后风险管理、供应商监控、宏观研究、合规内控等多场景，构建基于异构数据的智能化预警服务。已成功提前预测多项重大风险事件。</p><p>价格面议。</p>,,,1,超级管理员,2024-05-17,20240516154347286809,2,15,2024-05-16,,,TRS技术数据服务合同模板.docx,https://s-minio.hunandex.com/hunan/合同/25a8fad82e3a4039a9e3b36d4de109f0.docx,8a69f5698beb110c018bf6203e7b0007,拓尔思信息技术股份有限公司,2024-05-16,1,TRS数星智能风控大数据平台是利用人工智能、大数据、自然语言处理、知识图谱等技术构建的在线数据服务平台。围绕海量另类数据，全面监控企业多维风险。提供智能多维标签、预警信号推送、风险事件跟踪、风险传导关联、综合异构图谱等风险管理功能，提升金融机构风控能力。在风控、合规、投研、监管等金融场景得到广泛应用。,1,1060,,数据购买服务,,,,"[{""unit"": ""元/天"", ""total"": 0, ""seqNo"": null, ""price"": 20000.0, ""limitCount"": 100000, ""effectiveTime"": 365, ""priceType"": ""1"", ""id"": 752}]",1791011652073492481,TRS数星智能风控大数据平台是利用人工智能、大数据、自然语言处理、知识图谱等技术构建的在线数据服务平台。围绕海量另类数据，全面监控企业多维风险。提供智能多维标签、预警信号推送、风险事件跟踪、风险传导关联、综合异构图谱等风险管理功能，提升金融机构风控能力。在风控、合规、投研、监管等金融场景得到广泛应用。,云基础服务,云基础服务,,https://s-minio.hunandex.com/hunan/应用商品审核/fbfe223eaa644855873fea8e0b2ecaf9.png,https://s-minio.hunandex.com/hunan/应用商品审核/fbfe223eaa644855873fea8e0b2ecaf9.png,企业基本信息工商库,2,否,2,交易部,2036-05-16,,,,1056,工业制造,工业制造,,0.05,,,,2,湖南大数据交易所数据产品上架申请表.pdf,https://s-minio.hunandex.com/hunan/合同/e91158f5965a4cdb85600879955a3b55.pdf,,1,2,,,8a69f5538bb74ddc018bfb8f9a84003f,,,20000,1,3,8a69f5698beb110c018bf6203e7b0007,2025-11-08 00:05:03,,1,
基于湖南省基础地理信息数据库，依据湖南省行政区划界线标准画法和最新境界、标准地名成果，采用其他自然地理要素和人文专题要素的现势性资料编制而成。,,,,,2024-09-09,20240909155501496911,2,18,2024-09-09,,,,,8a69d8528d3be3a1018e79b4fc720070,长沙数据登记管理中心有限公司,2024-09-09,1,基于湖南省基础地理信息数据库，依据湖南省行政区划界线标准画法和最新境界、标准地名成果，采用其他自然地理要素和人文专题要素的现势性资料编制而成。,1,,,,,,,[],1833051470336569345,基于湖南省基础地理信息数据库，依据湖南省行政区划界线标准画法和最新境界、标准地名成果，采用其他自然地理要素和人文专题要素的现势性资料编制而成。,"数据服务,地图信息","数据服务,地图信息",,https://s-minio.hunandex.com/hunan/商品审核/1c93169b7c98480e80d81b85960ce7af.jpg,https://s-minio.hunandex.com/hunan/商品审核/1c93169b7c98480e80d81b85960ce7af.jpg,2022_宁乡市标准地图影像版8开,1,是,2,同意,2034-09-09,,,,1048,卫星遥感,卫星遥感,,,,新闻宣传用图、书刊报纸插图、广告展示背景图、工艺品设计底图等，也可作为编制公开版地图的参考底图。,,2,,,,1,2,,,8a69d84f8d3f76b6018e79cde07900f3,,,面议,,1,,2025-11-08 00:05:21,,1,
<p>2023年第二季度全省城市功能区声环境质量</p>,,,1726865221964046338,数据交易,2024-12-18,20241213141146809138,2,6,,,,面议.docx,https://s-minio.hunandex.com/hunan/合同/18c14082fb074af18eade3fad3fe4736.docx,8a69d8528d3be3a1018e79b4fc720070,长沙数据登记管理中心有限公司,2024-12-13,1,2023年第二季度全省城市功能区声环境质量,1,,,,,,,[],1867452331530833922,2023年第二季度全省城市功能区声环境质量,"数据仓库,数据存储,数据中台,数据系统部署,数据中心","数据仓库,数据存储,数据中台,数据系统部署,数据中心",,https://s-minio.hunandex.com/hunan/应用商品审核/7a60c38e999c4ba89b3edfbfb19e2d68.png,https://s-minio.hunandex.com/hunan/应用商品审核/7a60c38e999c4ba89b3edfbfb19e2d68.png,2023年第二季度全省城市功能区声环境质量,1,是,2,交易部,2035-12-01,,,,2008,绿色低碳,绿色低碳,,0.05,,,,2,政务数据上架审批表(1).pdf,https://s-minio.hunandex.com/hunan/合同/51852049b9e64caa962c91760e566161.pdf,,1,2,,,8a69d84f8d3f76b6018e79cde07900f3,,,面议,1,3,8a69d8528d3be3a1018e79b4fc720070,2025-12-29 02:01:09,,1,
<p>xx省2022年2月地表水水质状况</p>,,,1726865221964046338,数据交易,2024-12-18,20241213114425395289,2,4,,,,面议.docx,https://s-minio.hunandex.com/hunan/合同/ff1be24368c7474bb6bc8b8699132d23.docx,8a69d8528d3be3a1018e79b4fc720070,长沙数据登记管理中心有限公司,2024-12-13,1,xx省2022年2月地表水水质状况,1,,,,,,,[],1867415251576606721,xx省2022年2月地表水水质状况,"数据存储,数据仓库,数据中台,数据系统部署,数据中心","数据存储,数据仓库,数据中台,数据系统部署,数据中心",,https://s-minio.hunandex.com/hunan/应用商品审核/1920a9fb3d3b4362a735fe224360d401.png,https://s-minio.hunandex.com/hunan/应用商品审核/1920a9fb3d3b4362a735fe224360d401.png,xx省2022年2月地表水水质状况,1,是,2,交易部,2035-12-01,,,,1042,城市治理,城市治理,,0.05,,,,2,政务数据上架审批表(1).pdf,https://s-minio.hunandex.com/hunan/合同/c947e261b20b4758a2468eeb11b2aca0.pdf,,1,2,,,8a69d84f8d3f76b6018e79cde07900f3,,,面议,1,3,8a69d8528d3be3a1018e79b4fc720070,2025-12-29 03:50:05,,1,
基于湖南省基础地理信息数据库，依据湖南省行政区划界线标准画法和最新境界、标准地名成果，采用其他自然地理要素和人文专题要素的现势性资料编制而成。,,,,,2024-09-09,20240909155518541679,2,13,2024-09-09,,,,,8a69d8528d3be3a1018e79b4fc720070,长沙数据登记管理中心有限公司,2024-09-09,1,基于湖南省基础地理信息数据库，依据湖南省行政区划界线标准画法和最新境界、标准地名成果，采用其他自然地理要素和人文专题要素的现势性资料编制而成。,1,,,,,,,[],1833051543015469057,基于湖南省基础地理信息数据库，依据湖南省行政区划界线标准画法和最新境界、标准地名成果，采用其他自然地理要素和人文专题要素的现势性资料编制而成。,"数据服务,地图信息","数据服务,地图信息",,https://s-minio.hunandex.com/hunan/商品审核/4aee1a2c91434fe49fd66739af1c3a40.jpg,https://s-minio.hunandex.com/hunan/商品审核/4aee1a2c91434fe49fd66739af1c3a40.jpg,2020_湘潭县标准地图基本要素版8开,1,是,2,同意,2034-09-09,,,,1048,卫星遥感,卫星遥感,,,,新闻宣传用图、书刊报纸插图、广告展示背景图、工艺品设计底图等，也可作为编制公开版地图的参考底图。,,2,,,,1,2,,,8a69d84f8d3f76b6018e79cde07900f3,,,面议,,1,,2025-11-08 00:00:24,,1,
<p>使用案例：某全国股份银行通过引入数星风控系列产品，为全集团近12家金融子公司贷后风险管理、投后风险管理、供应商监控、宏观研究、合规内控等多场景，构建基于异构数据的智能化预警服务。已成功提前预测多项重大风险事件。</p><p>价格面议。</p>,,,1,超级管理员,2024-05-17,20240516162021249050,2,13,2024-05-16,,,TRS技术数据服务合同模板.docx,https://s-minio.hunandex.com/hunan/合同/62f26ea219454a789a70c04078353355.docx,8a69f5698beb110c018bf6203e7b0007,拓尔思信息技术股份有限公司,2024-05-16,1,TRS数星智能风控大数据平台是利用人工智能、大数据、自然语言处理、知识图谱等技术构建的在线数据服务平台。围绕海量另类数据，全面监控企业多维风险。提供智能多维标签、预警信号推送、风险事件跟踪、风险传导关联、综合异构图谱等风险管理功能，提升金融机构风控能力。在风控、合规、投研、监管等金融场景得到广泛应用。,1,1060,,数据购买服务,,,,"[{""unit"": ""元/天"", ""total"": 0, ""seqNo"": null, ""price"": 10000.0, ""limitCount"": 100000, ""effectiveTime"": 365, ""priceType"": ""1"", ""id"": 795}]",1791020851742445569,TRS数星智能风控大数据平台是利用人工智能、大数据、自然语言处理、知识图谱等技术构建的在线数据服务平台。围绕海量另类数据，全面监控企业多维风险。提供智能多维标签、预警信号推送、风险事件跟踪、风险传导关联、综合异构图谱等风险管理功能，提升金融机构风控能力。在风控、合规、投研、监管等金融场景得到广泛应用。,云基础服务,云基础服务,,https://s-minio.hunandex.com/hunan/应用商品审核/064a21b602f34f0ca4fc178effe2764f.png,https://s-minio.hunandex.com/hunan/应用商品审核/064a21b602f34f0ca4fc178effe2764f.png,企业风险统计,2,否,2,交易部,2036-05-16,,,,1056,工业制造,工业制造,,0.05,,,,2,湖南大数据交易所数据产品上架申请表.pdf,https://s-minio.hunandex.com/hunan/合同/f454939fef04495d88d361bd5cde4529.pdf,,1,2,,,8a69f5538bb74ddc018bfb8f9a84003f,,,10000,1,3,8a69f5698beb110c018bf6203e7b0007,2025-11-08 00:06:20,,1,
基于湖南省基础地理信息数据库，依据湖南省行政区划界线标准画法和最新境界、标准地名成果，采用其他自然地理要素和人文专题要素的现势性资料编制而成。,,,,,2024-09-09,20240909155622632838,2,9,2024-09-09,,,,,8a69d8528d3be3a1018e79b4fc720070,长沙数据登记管理中心有限公司,2024-09-09,1,基于湖南省基础地理信息数据库，依据湖南省行政区划界线标准画法和最新境界、标准地名成果，采用其他自然地理要素和人文专题要素的现势性资料编制而成。,1,,,,,,,[],1833051808573632514,基于湖南省基础地理信息数据库，依据湖南省行政区划界线标准画法和最新境界、标准地名成果，采用其他自然地理要素和人文专题要素的现势性资料编制而成。,"数据服务,地图信息","数据服务,地图信息",,https://s-minio.hunandex.com/hunan/商品审核/6ae619ff3e8347bd9d1716ce4f115f60.jpg,https://s-minio.hunandex.com/hunan/商品审核/6ae619ff3e8347bd9d1716ce4f115f60.jpg,2023_沅江市标准地图行政区划示意版32开,1,是,2,同意,2034-09-09,,,,1048,卫星遥感,卫星遥感,,,,新闻宣传用图、书刊报纸插图、广告展示背景图、工艺品设计底图等，也可作为编制公开版地图的参考底图。,,2,,,,1,2,,,8a69d84f8d3f76b6018e79cde07900f3,,,面议,,1,,2025-11-08 00:05:38,,1,
<p>1.发电企业提供辅助电力交易决策，提升电力交易水平，支撑生产、营销数据应用和分析；</p><p>2.售电公司提供用电负荷预测服务，降低偏差考核风险，促进市场信息共享；</p><p>3.工商业电力用户提供线上零售用户开发，减低企业用能成本。</p>,,,1,超级管理员,2023-11-22,20231122152204868422,2,228,,,,,,8a69f5698beb110c018bf0c097450001,湖南能源大数据中心有限责任公司,2023-11-22,1,依托湖南中前期和现货交易规则，打造的市场主体智慧服务凭条，构建“电力交易决策”和“电力零售”两大板块。,1,,,,,,,[],1727225919606140930,依托湖南中前期和现货交易规则，打造的市场主体智慧服务凭条，构建“电力交易决策”和“电力零售”两大板块。,企业工商,企业工商,,https://s-minio.hunandex.com/hunan/应用商品审核/29cffc95409440f484620d86fb0d390e.png,https://s-minio.hunandex.com/hunan/应用商品审核/29cffc95409440f484620d86fb0d390e.png,市场主体智慧服务平台,1,是,2,通过,,,,,1056,工业制造,工业制造,,0.05,,服务售电公司、发电企业、工商业电力用户，提供业务运营管理、中长期辅助决策、现货服务决策、电力零售商场、售电公司运营等成套解决方案。,,2,,,,1,2,,,8a69f5538bb74ddc018bf0cb357b0022,,,面议,,1,8a69f5698beb110c018bf0c097450001,2025-12-11 16:17:08,https://market.hedi.net.cn/,1,
基于湖南省基础地理信息数据库，依据湖南省行政区划界线标准画法和最新境界、标准地名成果，采用其他自然地理要素和人文专题要素的现势性资料编制而成。,,,,,2024-09-09,20240909155634169266,2,7,2024-09-09,,,,,8a69d8528d3be3a1018e79b4fc720070,长沙数据登记管理中心有限公司,2024-09-09,1,基于湖南省基础地理信息数据库，依据湖南省行政区划界线标准画法和最新境界、标准地名成果，采用其他自然地理要素和人文专题要素的现势性资料编制而成。,1,,,,,,,[],1833051860738191361,基于湖南省基础地理信息数据库，依据湖南省行政区划界线标准画法和最新境界、标准地名成果，采用其他自然地理要素和人文专题要素的现势性资料编制而成。,"数据服务,地图信息","数据服务,地图信息",,https://s-minio.hunandex.com/hunan/商品审核/db47725f062843e4bede1373ca3a260b.jpg,https://s-minio.hunandex.com/hunan/商品审核/db47725f062843e4bede1373ca3a260b.jpg,2022_嘉禾县标准地图行政区划示意版32开,1,是,2,同意,2034-09-09,,,,1048,卫星遥感,卫星遥感,,,,新闻宣传用图、书刊报纸插图、广告展示背景图、工艺品设计底图等，也可作为编制公开版地图的参考底图。,,2,,,,1,2,,,8a69d84f8d3f76b6018e79cde07900f3,,,面议,,1,,2025-11-08 00:07:39,,1,
<p>使用案例：某全国股份银行通过引入数星风控系列产品，为全集团近12家金融子公司贷后风险管理、投后风险管理、供应商监控、宏观研究、合规内控等多场景，构建基于异构数据的智能化预警服务。已成功提前预测多项重大风险事件。</p><p>价格面议。</p>,,,1,超级管理员,2024-05-17,20240516160211755777,2,10,2024-05-16,,,TRS技术数据服务合同模板.docx,https://s-minio.hunandex.com/hunan/合同/ebb9aabe496844a4bc920e817028f03c.docx,8a69f5698beb110c018bf6203e7b0007,拓尔思信息技术股份有限公司,2024-05-16,1,TRS数星智能风控大数据平台是利用人工智能、大数据、自然语言处理、知识图谱等技术构建的在线数据服务平台。围绕海量另类数据，全面监控企业多维风险。提供智能多维标签、预警信号推送、风险事件跟踪、风险传导关联、综合异构图谱等风险管理功能，提升金融机构风控能力。在风控、合规、投研、监管等金融场景得到广泛应用。,1,1060,,数据购买服务,,,,"[{""unit"": ""元/天"", ""total"": 0, ""seqNo"": null, ""price"": 20000.0, ""limitCount"": 100000, ""effectiveTime"": 365, ""priceType"": ""1"", ""id"": 762}]",1791016281284874242,TRS数星智能风控大数据平台是利用人工智能、大数据、自然语言处理、知识图谱等技术构建的在线数据服务平台。围绕海量另类数据，全面监控企业多维风险。提供智能多维标签、预警信号推送、风险事件跟踪、风险传导关联、综合异构图谱等风险管理功能，提升金融机构风控能力。在风控、合规、投研、监管等金融场景得到广泛应用。,云基础服务,云基础服务,,https://s-minio.hunandex.com/hunan/应用商品审核/9a4bb5b57f3c49e0a6e7f1b8a03bcdef.png,https://s-minio.hunandex.com/hunan/应用商品审核/9a4bb5b57f3c49e0a6e7f1b8a03bcdef.png,企业信息高级搜索,2,否,2,交易部,2036-05-16,,,,1056,工业制造,工业制造,,0.05,,,,2,湖南大数据交易所数据产品上架申请表.pdf,https://s-minio.hunandex.com/hunan/合同/e0079e5353b64995a28e0a181944f9b4.pdf,,1,2,,,8a69f5538bb74ddc018bfb8f9a84003f,,,20000,1,3,8a69f5698beb110c018bf6203e7b0007,2025-11-08 00:06:23,,1,
<p>帮助用户全面了解热点的发生、发展及各时期数据变化情况，洞察热点全貌，快速识别重大行业情报，为舆情态势感知、商业决策、运营策划等提供数据支持，价格面议。</p>,,,1,超级管理员,2024-05-15,20240515163956580837,2,8,2024-05-15,,,TRS技术数据服务合同模板.docx,https://s-minio.hunandex.com/hunan/合同/99ceff9a44644ccfb156e73aba749709.docx,8a69f5698beb110c018bf6203e7b0007,拓尔思信息技术股份有限公司,2024-05-15,1,微博资讯热点利用大数据分析技术对海量互联网数据进行语义聚类和热度分析，发现微博的资讯热点，提取热点的基础属性要素，动态监控热点发展态势，并对其进行各种维度的深度分析。,1,1059,,数据分析服务,,,,"[{""unit"": ""元/天"", ""total"": 0, ""seqNo"": null, ""price"": 50000.0, ""limitCount"": 100000, ""effectiveTime"": 365, ""priceType"": ""1"", ""id"": 712}]",1790663395149418498,微博资讯热点利用大数据分析技术对海量互联网数据进行语义聚类和热度分析，发现微博的资讯热点，提取热点的基础属性要素，动态监控热点发展态势，并对其进行各种维度的深度分析。,云基础服务,云基础服务,,https://s-minio.hunandex.com/hunan/应用商品审核/a3ee252fec65487aab8c3e2b002ee1a4.png,https://s-minio.hunandex.com/hunan/应用商品审核/a3ee252fec65487aab8c3e2b002ee1a4.png,数家资讯大数据分析场景数据-微博热点,2,否,2,审核通过,2036-05-15,,,,1056,工业制造,工业制造,,0.05,,,,2,湖南大数据交易所数据产品上架申请表.pdf,https://s-minio.hunandex.com/hunan/合同/8cbce0ecd5354bcdabe190c23e8c7397.pdf,,1,2,,,8a69f5538bb74ddc018bfb8f9a84003f,,,50000,1,3,8a69f5698beb110c018bf6203e7b0007,2025-12-10 19:39:16,,1,
基于湖南省基础地理信息数据库，依据湖南省行政区划界线标准画法和最新境界、标准地名成果，采用其他自然地理要素和人文专题要素的现势性资料编制而成。,,,,,2024-09-09,20240909155634206816,2,13,2024-09-09,,,,,8a69d8528d3be3a1018e79b4fc720070,长沙数据登记管理中心有限公司,2024-09-09,1,基于湖南省基础地理信息数据库，依据湖南省行政区划界线标准画法和最新境界、标准地名成果，采用其他自然地理要素和人文专题要素的现势性资料编制而成。,1,,,,,,,[],1833051860213903361,基于湖南省基础地理信息数据库，依据湖南省行政区划界线标准画法和最新境界、标准地名成果，采用其他自然地理要素和人文专题要素的现势性资料编制而成。,"数据服务,地图信息","数据服务,地图信息",,https://s-minio.hunandex.com/hunan/商品审核/f1d4913d5e9c4b4381286f32ad82aa2f.jpg,https://s-minio.hunandex.com/hunan/商品审核/f1d4913d5e9c4b4381286f32ad82aa2f.jpg,2022_嘉禾县标准地图影像版8开,1,是,2,同意,2034-09-09,,,,1048,卫星遥感,卫星遥感,,,,新闻宣传用图、书刊报纸插图、广告展示背景图、工艺品设计底图等，也可作为编制公开版地图的参考底图。,,2,,,,1,2,,,8a69d84f8d3f76b6018e79cde07900f3,,,面议,,1,,2025-11-08 00:02:18,,1,
<p>2023年8月全省xx个市州城市环境空气质量状况</p>,,,1726865221964046338,数据交易,2024-12-18,20241213160002586436,2,15,,,,面议.docx,https://s-minio.hunandex.com/hunan/合同/da9c28412fc04d3f91c0a4edb58c7892.docx,8a69d8528d3be3a1018e79b4fc720070,长沙数据登记管理中心有限公司,2024-12-13,1,2023年8月全省xx个市州城市环境空气质量状况,1,,,,,,,[],1867479580200062977,2023年8月全省xx个市州城市环境空气质量状况,"数据存储,数据仓库,数据中台,数据系统部署,数据中心","数据存储,数据仓库,数据中台,数据系统部署,数据中心",,https://s-minio.hunandex.com/hunan/应用商品审核/53534929719b43da893f0cf8bc280608.png,https://s-minio.hunandex.com/hunan/应用商品审核/53534929719b43da893f0cf8bc280608.png,2023年8月全省xx个市州城市环境空气质量状况,1,是,2,交易部,2035-12-01,,,,2008,绿色低碳,绿色低碳,,0.05,,,,2,政务数据上架审批表(1).pdf,https://s-minio.hunandex.com/hunan/合同/2ce615afb43c416caa5c6575819c1438.pdf,,1,2,,,8a69d84f8d3f76b6018e79cde07900f3,,,面议,1,3,8a69d8528d3be3a1018e79b4fc720070,2025-11-12 16:17:12,,1,
基于湖南省基础地理信息数据库，依据湖南省行政区划界线标准画法和最新境界、标准地名成果，采用其他自然地理要素和人文专题要素的现势性资料编制而成。,,,,,2024-09-09,20240909155615188151,2,7,2024-09-09,,,,,8a69d8528d3be3a1018e79b4fc720070,长沙数据登记管理中心有限公司,2024-09-09,1,基于湖南省基础地理信息数据库，依据湖南省行政区划界线标准画法和最新境界、标准地名成果，采用其他自然地理要素和人文专题要素的现势性资料编制而成。,1,,,,,,,[],1833051781121912834,基于湖南省基础地理信息数据库，依据湖南省行政区划界线标准画法和最新境界、标准地名成果，采用其他自然地理要素和人文专题要素的现势性资料编制而成。,"数据服务,地图信息","数据服务,地图信息",,https://s-minio.hunandex.com/hunan/商品审核/1bcfdac5f5814c638d4be1c89080ace0.jpg,https://s-minio.hunandex.com/hunan/商品审核/1bcfdac5f5814c638d4be1c89080ace0.jpg,2023_桑植县标准地图影像版8开,1,是,2,同意,2034-09-09,,,,1048,卫星遥感,卫星遥感,,,,新闻宣传用图、书刊报纸插图、广告展示背景图、工艺品设计底图等，也可作为编制公开版地图的参考底图。,,2,,,,1,2,,,8a69d84f8d3f76b6018e79cde07900f3,,,面议,,1,,2025-11-08 00:06:28,,1,
基于湖南省基础地理信息数据库，依据湖南省行政区划界线标准画法和最新境界、标准地名成果，采用其他自然地理要素和人文专题要素的现势性资料编制而成。,,,,,2024-09-09,20240909155449890241,2,10,2024-09-09,,,,,8a69d8528d3be3a1018e79b4fc720070,长沙数据登记管理中心有限公司,2024-09-09,1,基于湖南省基础地理信息数据库，依据湖南省行政区划界线标准画法和最新境界、标准地名成果，采用其他自然地理要素和人文专题要素的现势性资料编制而成。,1,,,,,,,[],1833051417513504770,基于湖南省基础地理信息数据库，依据湖南省行政区划界线标准画法和最新境界、标准地名成果，采用其他自然地理要素和人文专题要素的现势性资料编制而成。,"数据服务,地图信息","数据服务,地图信息",,https://s-minio.hunandex.com/hunan/商品审核/2a31d8783d94440398cc41bc09f06cb9.jpg,https://s-minio.hunandex.com/hunan/商品审核/2a31d8783d94440398cc41bc09f06cb9.jpg,2020_衡阳市标准地图基本要素版8开,1,是,2,同意,2034-09-09,,,,1048,卫星遥感,卫星遥感,,,,新闻宣传用图、书刊报纸插图、广告展示背景图、工艺品设计底图等，也可作为编制公开版地图的参考底图。,,2,,,,1,2,,,8a69d84f8d3f76b6018e79cde07900f3,,,面议,,1,,2025-11-13 11:34:25,,1,
