apiAccessPermissions,apiApplicationScenarios,apiBuyPermissions,apiUpdateRequency,auditOpinion,auditStatus,buyCount,code,collCount,collectTime,commentNum,commodityAttribute,commodityType,companyName,cplb,createTime,createTime_begin,createTime_end,dataAcquisition,dataArea,dataClassification,dataFormat,dataIndustry,dataIntroduce,dataPermission,dataPrice,dataSector,dataSource,dataStartTime,dataType,dataUrl,dateEndTime,deleted,deliveryMethod,downCount,effectiveDes,finishTime,freeCount,homeUrl,id,industryName,industryType,isDeleted,isFace,jfxt,keys,logoUrl,longTime,name,notes,pageUrl,periodValidity,productCommitment,productReviewReports,productStatus,publishType,replaceTime,sectorName,supplierIntroduce,tenantId,updateBy,updateTime,version,viewCount
,,,,通过,1,0,,0,2020-06-16 13:36:06,,1,6,安徽希施玛数据科技有限公司,,2023-07-24 13:36:35,,,,all,2,,1452570067478888449,,2,,"1452570512343547905,1452570554785710082",,,,http://isa.csmar.com/#/myReports,,0,,0,,,,,1683350441566531585,金融,,0,1,数据应用程序,,http://www.bigdatadex.com.cn/oss/bdup.prod/authentication/1669254666628_公司logo.jpg,,CSMAR智能财经报告分析平台,CSMAR智能财经报告分析平台，基于大数据（BD）、自然语言理解（NLP）、深度学习（DL）、流程自动化（RPA）等AI技术，对海量金融数据资讯进行自动化处理和分析，一键生成多种上市公司及行业概念分析报告（Word/PDF），并能根据股票数据定时推送自动化快讯。CSMAR智能财经报告分析平台为证券公司、基金公司等投资机构及投研人员，提供数据获取、研报撰写等服务，为元宇宙中金融数据实现业务自动化提供基础技术。,,,,,0,,,"教育科研,金融服务",,,CSMAR2022,2026-01-25 00:15:28,792,790
,,,,通过,1,0,,0,1990-12-17 13:36:51,,1,6,安徽希施玛数据科技有限公司,,2023-07-24 13:39:38,,,,all,2,,"1452570067478888449,1471431600979853314",,2,,"1452570512343547905,1452570554785710082",,,,http://www.csmar.com/channels/35.html,,0,,0,,,,,1683351210277597185,"其他,金融",,0,1,数据应用程序,,http://www.bigdatadex.com.cn/oss/bdup.prod/authentication/1669254666628_公司logo.jpg,,红楹金融终端,红楹金融终端涵盖股票、债券、基金、指数、期货、期权、外汇、宏观、行业等各类金融信息，内置专业组合管理、期货分析、量化平台、金融计算器等多种分析研究工具，为金融机构、政府组织、企业、高校、媒体等提供全面精准的投研服务。既是跨市场、跨品种、跨地区的金融信息平台，更是集行情、数据、资讯、工具及特色研究平台于一体的金融分析系统。,,,,,0,,,"教育科研,金融服务",,,CSMAR2022,2026-01-25 00:15:28,795,793
,,,,通过,1,0,,0,2023-08-09 16:50:40,,1,2,合肥易联语数科技有限公司,,2023-08-09 16:55:37,,,,all,2,,"1452570030065696770,1452570182818054145",,2,,"1452570235813085186,1452570512343547905",,2023-08-09,0,,2025-03-31,0,,0,,,,http://www.bigdatadex.com.cn/oss/bdup.prod/commodity/1691570897331_22.png,1689198736130043906,"科学研究,软件信息服务",,0,1,数据集,,http://www.bigdatadex.com.cn/oss/bdup.prod/authentication/1689301334454_易联logo.png,,多语种多领域双语句对,"1：数据为一百多种语言的双语句对。涵盖，ICT, 旅游，医疗，新闻，娱乐，出行，化工，建筑等各行各业的双语数据。
2. 主要为通过双语语料提升机器翻译引擎的用户使用。
3.还可以根据您的需求定制数据。",,,,,0,,,"人工智能,教育科研",,,ylyskj,2026-01-25 00:15:28,725,721
,,,,通过,1,0,,0,2023-08-01 10:35:48,,1,6,安徽数加信息科技有限公司,,2023-08-10 11:25:08,,,,ah,2,,1452570030065696770,,2,,"1452570235813085186,1452570279287046145,1452570323880886273,1452570435235463169,1452570512343547905,1483744340954181633,1452570554785710082,1452570473806282754",,,,,,0,,0,,,,http://www.bigdatadex.com.cn/oss/bdup.prod/commodity/1691637401514_课程大纲.png,1689477954508288001,软件信息服务,,0,1,数据咨询服务,,http://www.bigdatadex.com.cn/oss/bdup.prod/authentication/1691632507863_兰智_1【7.9cm×5.7cm】.JPG,,大数据&人工智能技术提升培训,"大数据/人工智能技术培训课程：

1.定制化课程内容。
根据企业实际需求制定课程大纲，面向企业的业务场景及业务逻辑进行针对性课程研发和授课，使企业员工在接受大数据或人工智能专项技能提升培训后拥有更强以及更高效的研发能力。

2.专业的讲师团队。
兰智数加学院授课讲师均来自于一线头部企业工程师，阿里大数据专家、电信总公司架构师等授课师资团队，拥有丰富的政企项目经验及授课经验。

3.丰富的行业课程案例。
兰智数加学院课程资源丰富，行业案例涉及教育、金融、智慧城市、智慧校园、医疗、云平台、智慧交通、企业平台等细分领域。

4.大数据/人工智能课程服务客户。
目前兰智数加学院已为38所子公司四创电子、安联集团、国网电力、合肥工业大学、安徽农业大学、安徽中医药大学、宿州学院、文达学院等企业及高校客户提供了专业定制化大数据与人工智能课程培训服务。",,,,,0,,,"交通运输,人工智能,企业服务,医疗健康,城市管理,广告营销,教育科研,金融服务",,,lanzhishujiaxueyuan,2026-01-25 00:15:27,800,798
,,,,通过,1,0,,0,2023-08-15 15:56:35,,1,2,箩筐遥感技术有限公司,,2023-08-15 16:24:15,,,,all,2,,"1452570030065696770,1469503280247799809",,2,,"1452570235813085186,1452570279287046145,1452570435235463169",,2018-08-01,2,,2023-08-15,0,,0,,,,http://www.bigdatadex.com.cn/oss/bdup.prod/commodity/1692087367465_普通精度.png,1691365170906488833,"公共数据,软件信息服务",,0,1,数据集,,http://www.bigdatadex.com.cn/oss/bdup.prod/authentication/1692006743548_箩筐遥感_英文_彩色 (1).png,,基础地图产品数据,"1、数据精度高
2、数据覆盖全国，包括台湾
3、具有高精地图、导航地图、普通精度地图
4、全息路口数据
5、孪生隧道数据
6、孪生高速
7、全国白模数据
8、精细化模型数据
9、自动驾驶数据标注",,,,,0,,,"交通运输,人工智能,城市管理",,,lkkj,2026-01-25 00:15:27,829,827
,,,,通过,1,0,,0,2023-08-21 11:45:41,,1,6,箩筐遥感技术有限公司,,2023-08-21 11:47:10,,,,all,2,,1452570128480845825,,2,,"1452570235813085186,1452570279287046145",,,0,,,0,,0,,,,http://www.bigdatadex.com.cn/oss/bdup.prod/commodity/1692589583519_数据标注.png,1693469767133388802,交通运输,,0,1,数据治理服务,,http://www.bigdatadex.com.cn/oss/bdup.prod/authentication/1692006743548_箩筐遥感_英文_彩色 (1).png,,自动驾驶标注数据,"1、用于自动驾驶AI识别模型训练 
2、样本精度高 
3、全像素分类 
4、用于自驾驾驶AI识别 
5、用于仿真测试
",,,,,0,,,"交通运输,人工智能",,,lkkj,2026-01-25 00:15:27,794,792
,,,,通过,1,0,,0,2021-07-19 10:26:49,,1,6,中财数碳（北京）科技有限公司,,2023-08-31 10:33:34,,,,all,2,,"1471431600979853314,1507186293649567745,1452570030065696770,1452570128480845825",,,,"1452570235813085186,1452570554785710082,1452570323880886273,1452570279287046145",,,3,,,0,,0,,,,,1697075122174255105,"交通运输,其他,能源,软件信息服务",,0,1,数据应用程序,,http://www.bigdatadex.com.cn/oss/bdup.prod/authentication/1693364589240_logo白底.png,,Caas（碳即服务）系统,"中财数碳CaaS系统，由中财数碳(北京)科技有限公司研发，是一款先进的碳资产量化管理服务平台。
本系统涵盖五大核心功能:全球碳市场行情、资产分析、资产管理、交易管理和期权计算，为投资者提供了一个全方位的碳交易信息平台。
无论您是地方政府、企业业主还是投资机构，CaaS系统都能助您高效、准确地进行碳资产量化管理。",,,,,0,,,"交通运输,人工智能,企业服务,金融服务",,,admin,2026-01-25 00:15:26,784,782
,,,,通过,1,0,,0,2023-09-04 09:58:18,,1,6,合肥先进计算中心运营管理有限公司,,2023-09-04 10:06:44,,,,all,2,,1452570030065696770,,,0.11,"1452570512343547905,1452570235813085186",,,,,,0,,0,,,,http://www.bigdatadex.com.cn/oss/bdup.prod/commodity/1693793199207_弹性计算.png,1698517922715623425,软件信息服务,,0,,存算资源服务,,http://www.bigdatadex.com.cn/oss/bdup.prod/authentication/1665283375932_1.jpg,,弹性计算,"1、算力资源为共享型资源，按需动态配置，按小时按需计价
2、提供专用存储目录，数据上传/下载全免费
3、集成基础运行及行业开源应用环境
4、支持互联网或专线访问形式",,,,,0,,,"人工智能,教育科研",,,admin,2026-01-25 00:15:26,791,789
,,,,通过,1,0,,0,2023-09-04 10:07:59,,1,6,合肥先进计算中心运营管理有限公司,,2023-09-04 10:10:56,,,,all,2,,1452570030065696770,,,,"1452570235813085186,1452570512343547905",,,,,,0,,0,,,,http://www.bigdatadex.com.cn/oss/bdup.prod/commodity/1693793451269_弹性计算.png,1698518979915112450,软件信息服务,,0,1,存算资源服务,,http://www.bigdatadex.com.cn/oss/bdup.prod/authentication/1665283375932_1.jpg,,混合计算,"1、私有计算资源和公有云计算资源，根据业务需求随意组合
2、满足特定用户的安全，合规需求，适配不同业务场景计算任务
3、满足业务需求的同时，业务场景延迟低",,,,,0,,,"人工智能,教育科研",,,admin,2026-01-25 00:15:26,778,776
,,,,通过,1,0,,0,2023-09-04 10:11:31,,1,6,合肥先进计算中心运营管理有限公司,,2023-09-04 10:12:52,,,,all,2,,1452570030065696770,,,,"1452570235813085186,1452570512343547905",,,,,,0,,0,,,,http://www.bigdatadex.com.cn/oss/bdup.prod/commodity/1693793560888_弹性计算.png,1698519466626342914,软件信息服务,,0,1,存算资源服务,,http://www.bigdatadex.com.cn/oss/bdup.prod/authentication/1665283375932_1.jpg,,专有计算,"1、私有计算资源和公有云计算资源，根据业务需求随意组合，单区域部署规模超10000台，可划分多租户；支持多区域业务运行，满足客户超大规模业务量运行需求
2、满足特定用户的安全，合规需求，适配不同业务场景计算任务
3、高级定制基础环境和软件配置，支撑多样化业务需求
4、资源打通，将所有资源变成一台超级计算机，通过弹性扩容，使得成本、性能及稳定性达到最优。业务打通，通过互联网化、微服务化，让传统企业快速实现创新
5、分层安全架构提供多层级、一体化安全防护服务。提供更合规、更安全级别的容灾方案，强力保证系统高可靠和业务连续性",,,,,0,,,"人工智能,教育科研",,,admin,2026-01-25 00:15:25,782,780
,,,,通过,1,0,,0,2023-09-04 10:13:23,,1,6,合肥先进计算中心运营管理有限公司,,2023-09-04 10:17:11,,,,all,2,,1452570030065696770,,,,"1452570235813085186,1452570512343547905",,,,,,0,,0,,,,http://www.bigdatadex.com.cn/oss/bdup.prod/commodity/1693793818835_咨询服务.png,1698520552108023809,软件信息服务,,0,1,存算资源服务,,http://www.bigdatadex.com.cn/oss/bdup.prod/authentication/1665283375932_1.jpg,,咨询服务,"1、面向先进计算领域的设计、规划、制造、安装、调试、维护等方面的专业咨询服务
2、一站式托底运营服务，覆盖维护、升级、优化、销售等商业化运营需求
3、指导计算中心建设，依托丰富的行业建设经验，分析商业价值、社会经济效益等，更加合理的利用资源
4、进行业务咨询、行业经验分析，疑难杂症解决，包括应用优化、程序移植、性能调优等； 针对特定行业，特定场景，提供最专业和资深的解决方案
",,,,,0,,,"人工智能,教育科研",,,admin,2026-01-25 00:15:25,794,792
,,,,通过,1,0,,0,2023-09-20 16:00:41,,1,6,合肥大智慧财汇数据科技有限公司,,2023-09-20 16:08:25,,,,all,2,,"1452570067478888449,1452570030065696770",,,,"1452570323880886273,1452570554785710082",,,3,https://www.finchina.com/product-8.asp,,0,,0,,,,http://www.bigdatadex.com.cn/oss/bdup.prod/commodity/1695197287278_大智慧大数据终端.png,1704407149344579586,"软件信息服务,金融",,0,1,数据应用程序,,http://www.bigdatadex.com.cn/oss/bdup.prod/authentication/1640331291976_公司logo.jpg,,大智慧大数据终端,大智慧财汇提供的企业数据均来自于各监管机构的公开信息，保证了数据的准确性、及时性、完整性，同时经过近 20 年的经验积累，财汇企业数据覆盖面广、历史数据完整。,,,,,0,,,"企业服务,金融服务",,,admin,2026-01-25 00:15:25,785,783
,,,,通过,1,0,,0,,,1,1,上海生腾数据科技有限公司,,2023-09-21 14:32:58,,,,all,,,1469503280247799809,,,,1452570554785710082,,2018-09-01,,,2023-09-21,0,,0,,,50,,1704745513151225858,公共数据,,0,,API,,http://www.bigdatadex.com.cn/oss/bdup.prod/authentication/1694771099221_aaf3b0bc-11aa-45b0-a9d5-3c5c92ee64bb.png,,工商照面,企业工商照面及相关信息，包括统一社会信用代码、注册资本、经营范围、企业法定代表人等,,30,,,0,,,金融服务,,,admin,2026-01-25 00:15:24,786,784
,,,,通过,1,0,,0,,,1,1,上海生腾数据科技有限公司,,2023-09-21 14:44:23,,,,all,,,1469503280247799809,,,,1452570554785710082,,2018-06-22,,,2023-09-21,0,,0,,,50,,1704748386022973442,公共数据,,0,,API,,http://www.bigdatadex.com.cn/oss/bdup.prod/authentication/1694771099221_aaf3b0bc-11aa-45b0-a9d5-3c5c92ee64bb.png,,工商股东,企业工商股东信息(不包含企业自行公示和年报股东),,,,,0,,,金融服务,,,admin,2026-01-25 00:15:24,782,780
,,,,通过,1,0,,0,,,1,1,上海生腾数据科技有限公司,,2023-09-21 15:01:48,,,,all,,,1469503280247799809,,,,1452570554785710082,,2018-09-21,,,2023-09-21,0,,0,,,50,,1704752771734036482,公共数据,,0,,API,,http://www.bigdatadex.com.cn/oss/bdup.prod/authentication/1694771099221_aaf3b0bc-11aa-45b0-a9d5-3c5c92ee64bb.png,,企业三要素验证,"企业名,统一社会信用代码,法定代表人姓名一致性验证",,,,,0,,,金融服务,,,admin,2026-01-25 00:15:24,796,794
,,,,通过,1,0,,0,2018-09-21 15:16:27,,1,2,上海生腾数据科技有限公司,,2023-09-21 15:19:28,,,,all,2,,1452570067478888449,,,,1452570554785710082,,2018-09-28,0,,2023-09-21,0,,0,,,,,1704757216261824514,金融,,0,1,数据集,,http://www.bigdatadex.com.cn/oss/bdup.prod/authentication/1694771099221_aaf3b0bc-11aa-45b0-a9d5-3c5c92ee64bb.png,,启信产业大数据,启信宝基于工商数据库整理了30个大类板块（行业），240+产业链专题，覆盖7万+标准产品，1000万+工商企业，以及超1亿条各类产业链关联关系。借助产业链数据研究各产业链的地域分布、分析各环节企业情况，为政府招商引资、企业客户拓客寻源等场景提供助力。,,,,,0,,,金融服务,,,admin,2026-01-25 00:15:23,796,794
,,,,通过,1,0,,0,2023-09-21 15:24:38,,1,2,上海生腾数据科技有限公司,,2023-09-21 15:27:18,,,,all,2,,1452570067478888449,,,,1452570554785710082,,2018-09-21,0,,2023-09-21,0,,0,,,,,1704759186183806978,金融,,0,1,数据集,,http://www.bigdatadex.com.cn/oss/bdup.prod/authentication/1694771099221_aaf3b0bc-11aa-45b0-a9d5-3c5c92ee64bb.png,,启信经营全景,启信宝通过收集各地政府采购网、国土资源部网站、中国海关公布网站等多个政府类网站，将涉及到企业经营相关的数据进行了清洗整理，汇总形成了特色的企业经营信息数据库，涵盖包括企业招投标、招聘、海关登记及企业购地等维度信息，便于机构用户及时了解关注企业的各种经营性动态。,,,,,0,,,金融服务,,,admin,2026-01-25 00:15:23,796,794
,,,,通过,1,0,,0,2023-09-21 15:34:40,,1,2,上海生腾数据科技有限公司,,2023-09-21 15:38:42,,,,all,2,,1452570067478888449,,,,1452570554785710082,,2018-09-01,0,,2023-09-21,0,,0,,,,,1704762055389732866,金融,,0,1,数据集,,http://www.bigdatadex.com.cn/oss/bdup.prod/authentication/1694771099221_aaf3b0bc-11aa-45b0-a9d5-3c5c92ee64bb.png,,启信智慧科创,启信宝科创企业评分，是从企业技术创新、科创资质、研发实力、企业成长性以及行业潜力5个大类（20+个细分维度）维度综合评价企业的科技创新能力以及发展潜力。辅助金融机构、政府/产业园等多种业务应用场景决策。,,,,,0,,,金融服务,,,admin,2026-01-25 00:15:23,799,797
,,,,通过,1,0,,0,2023-09-21 15:38:59,,1,2,上海生腾数据科技有限公司,,2023-09-21 15:41:30,,,,all,2,,1469503280247799809,,,,1452570554785710082,,2018-09-11,0,,2024-09-13,0,,0,,,,,1704762762293534721,公共数据,,0,1,数据集,,http://www.bigdatadex.com.cn/oss/bdup.prod/authentication/1694771099221_aaf3b0bc-11aa-45b0-a9d5-3c5c92ee64bb.png,,启信智慧舆情,"启信宝舆情以2.4亿企业/实体为监控对象，覆盖海量数据源，可以实时监测、采集及推送数据信息；并利用先进的AI技术深度挖掘舆情信息，呈现多样的结构化内容，旨在为客户提供丰富、可靠、专业的风险舆情服务。
启信宝舆情数据来源覆盖主流媒体、政府网站、行业网站、微信、微博、论坛、电子报等十万个采集站点，数据内容覆盖新闻、公告（所有上市公司和发债企业）及自媒体内容等；重点网站采集10min以内，非重点网站采集30min以内，7*24小时实时监测。",,,,,0,,,金融服务,,,admin,2026-01-25 00:15:22,797,795
,,,,通过,1,0,,0,2023-05-11 17:40:39,,1,2,合肥易联语数科技有限公司,,2023-09-26 17:41:38,,,,all,2,,"1452570030065696770,1452570182818054145",,,0.02,1452570235813085186,,2022-05-01,0,,2023-10-01,0,,0,,,,,1706604932470272001,"科学研究,软件信息服务",,0,,数据集,,http://www.bigdatadex.com.cn/oss/bdup.prod/authentication/1689301334454_易联logo.png,,汉语-英语平行语料,"中英双语平行语料
涵盖有IT， 医学，汽车，新闻等各领域。",,,,,0,,,人工智能,,,admin,2026-01-25 00:15:22,805,803
,,,,通过,1,0,,0,2018-10-09 16:19:27,,1,2,上海生腾数据科技有限公司,,2023-10-09 16:41:51,,,,all,2,,"1469503280247799809,1452570067478888449",,,,"1452570323880886273,1452570554785710082",,2018-10-11,,,2023-10-09,0,,0,,,,,1711300930203414530,"公共数据,金融",,0,1,数据集,,http://www.bigdatadex.com.cn/oss/bdup.prod/authentication/1694771099221_aaf3b0bc-11aa-45b0-a9d5-3c5c92ee64bb.png,,启信司法全景,为了满足机构客户尽职调查过程中以及授信放贷业务操作中所关注的企业涉诉信息，启信宝通过大数据处理技术，将所有裁判文书、开庭公告、法院公告、立案信息、司法拍卖信息进行清洗整理对应到相关公司。,,,,,0,,,"企业服务,金融服务",,,admin,2026-01-25 00:15:22,802,800
,,,,通过,1,0,,0,,,1,1,新拓银(深圳)人工智能科技有限公司,,2023-10-18 16:42:43,,,,all,,,"1452570067478888449,1452570030065696770",,,,1452570554785710082,,1950-01-01,,,2023-10-18,0,,0,,,,,1714562638489448450,"软件信息服务,金融",,0,1,API,,http://www.bigdatadex.com.cn/oss/bdup.prod/authentication/1697012442424_公司logo（透明底）.png,,知识产权数据,"1、产品数据覆盖全国，覆盖范围广能够切实满足客户对多领域多地域的数据需求；
2、目标客户：金融机构；
3、旨在为金融机构提供企业专利数据/专利排名/专利价值/科技型企业评分等查询，为其评估企业科技实力提供有力支撑",,,,,0,,,金融服务,,,admin,2026-01-25 00:15:21,725,722
,,,,通过,1,0,,0,2023-09-01 09:00:00,,1,6,安徽纪风科技有限公司,,2023-11-02 16:05:42,,,,ah,2,,1452570030065696770,,,,"1452570235813085186,1452570323880886273",,,2,无,,0,,0,,,,http://www.bigdatadex.com.cn/oss/bdup.prod/commodity/1698912326206_图片1.png,1719989141406609410,软件信息服务,,0,1,数据治理服务,,http://www.bigdatadex.com.cn/oss/bdup.prod/authentication/1698656150846_logo.png,,基于企业销售供应链数据的产品需求预测,"基于销售订单、销售出库、新产品清单等数据，根据客户分类规则进行客户打标签，采用平滑指数法自动计算结合人机互交相确认的方式，进行VIP客户需求预测、专项工程需求预测、新产品需求预测、通用产品需求预测等，形成企业产品需求预测数据。
 通过基于数据的产品需求预测应用，提高产品需求预测的准确性，为编制生产计划、采购计划、备料计划提供依据，促进企业产销平衡，提高企业生产效率和合同履约率",,,,,0,,,"人工智能,企业服务",,,admin,2026-01-25 00:15:21,715,712
,,,,通过,1,0,,0,2023-11-02 16:38:17,,1,6,上海金仕达卫宁软件科技有限公司,,2023-11-02 16:40:00,,,,all,2,,1469503280247799809,,,,1483744340954181633,,,,,,0,,0,,,,http://www.bigdatadex.com.cn/oss/bdup.prod/commodity/1699583671477_产品样例.png,1719997774102130689,公共数据,,0,1,数据治理服务,,http://www.bigdatadex.com.cn/oss/bdup.prod/authentication/1693809506274_311_96.png,,数据综合治理,为医保数据提供数据治理服务,,,,,0,,,医疗健康,,,admin,2026-01-25 00:15:21,720,714
,,,,通过,1,0,,0,2023-09-01 09:00:00,,1,6,安徽纪风科技有限公司,,2023-11-03 10:04:29,,,,ah,2,,1452570030065696770,,,,"1452570235813085186,1452570323880886273",,,2,无,,0,,0,,,,http://www.bigdatadex.com.cn/oss/bdup.prod/commodity/1698976977532_图片1.png,1720260625563774978,软件信息服务,,0,1,数据治理服务,,http://www.bigdatadex.com.cn/oss/bdup.prod/authentication/1698656150846_logo.png,,基于企业采购供应链数据的安全库存预测,基于采购订单、采购入库、生产领料等数据，从采购资金、采购周期、通用属性、使用频率等维度，将库存物资划分战略物资、长周期物资、专属物资、通用物资、零星物资等类型，结合市场行情、年度任务、用量情况等，进行物料安全库存测算。系统自动测算库存物料安全库存阈值，实现保证生产连续性的基础上，最大化的降低企业库存资金占用。,,,,,0,,,"人工智能,企业服务",,,admin,2026-01-25 00:15:20,715,712
,,,,通过,1,0,,0,2023-09-01 09:00:00,,1,6,安徽纪风科技有限公司,,2023-11-03 10:08:49,,,,ah,2,,1452570030065696770,,,,"1452570235813085186,1452570323880886273",,,2,无,,0,,0,,,,http://www.bigdatadex.com.cn/oss/bdup.prod/commodity/1698977245758_图片2.png,1720261715998928898,软件信息服务,,0,1,数据治理服务,,http://www.bigdatadex.com.cn/oss/bdup.prod/authentication/1698656150846_logo.png,,基于企业销售供应链进行的客户分级分类,"基于销售订单、销售出库、销售回款等数据，根据业务特点分客户区域、客户行业、客户类型，从信用状况、利润贡献、收入贡献、订货频率、新品贡献、发展前景等情况，进行客户分级分类。
通过科学的客户分级分类的基础上，根据客户分级分类进行设置授信额度、账期时间、价格政策、客户关怀、排产优先级等，提升客户满意度，保持客户粘性，实现公司的可持性发展。",,,,,0,,,"人工智能,企业服务",,,admin,2026-01-25 00:15:20,720,716
,,,,通过,1,0,,0,2023-09-01 09:00:00,,1,6,安徽纪风科技有限公司,,2023-11-03 10:13:09,,,,ah,2,,1452570030065696770,,,,"1452570235813085186,1452570323880886273",,,2,无,,0,,0,,,,http://www.bigdatadex.com.cn/oss/bdup.prod/commodity/1698977483007_图片3.png,1720262807663013890,软件信息服务,,0,1,数据治理服务,,http://www.bigdatadex.com.cn/oss/bdup.prod/authentication/1698656150846_logo.png,,基于企业生产及采购数据的物料齐套跟踪,"基于生产流程卡、采购订单、采购到货等数据，以生产流程卡为主线按单个物料跟踪采购进展情况，根据当前到货情况统计生产流程卡当前缺料项数，生成缺料状态（如：缺1、缺2、缺3等）。
系统自动生成采购物料缺料状态（如：缺1、缺2、缺3），方便公司采购员与供应商协商送货，以及生产计划合理安排生产计划，缩短物料齐套周期，提高企业产能，提升客户满意度。",,,,,0,,,"人工智能,企业服务",,,admin,2026-01-25 00:15:20,715,712
,,,,通过,1,0,,0,2023-09-01 09:00:00,,1,6,安徽纪风科技有限公司,,2023-11-03 10:16:17,,,,ah,2,,1452570030065696770,,,,"1452570235813085186,1452570323880886273",,,2,无,,0,,0,,,,http://www.bigdatadex.com.cn/oss/bdup.prod/commodity/1698977704683_图片4.png,1720263597010055169,软件信息服务,,0,1,数据治理服务,,http://www.bigdatadex.com.cn/oss/bdup.prod/authentication/1698656150846_logo.png,,基于企业财务数据的财务预警监测,"根据企业预算数据、财务报表数据，结合行业标准值，从杠杆效应、经营成果、经营增长、运营效率等方面，基于行业对标、预算对比，通过亮灯、趋势、程度等维度，识别企业的现金流、盈利能力、业务增长、规模扩张、资产效率等方面风险。
通过财务预警监测模型动态监测企业风险，发挥企业查摆问题、防范风险、提升运营能力，规避风险损失等作用。",,,,,0,,,"人工智能,企业服务",,,admin,2026-01-25 00:15:19,717,714
,,,,通过,1,0,,0,2023-09-01 09:00:00,,1,6,安徽纪风科技有限公司,,2023-11-03 10:20:36,,,,ah,2,,1452570030065696770,,,,"1452570235813085186,1452570323880886273",,,0,无,,0,,0,,,,http://www.bigdatadex.com.cn/oss/bdup.prod/commodity/1699425796122_微信图片_20231108144302.png,1720264682491736065,软件信息服务,,0,1,数据治理服务,,http://www.bigdatadex.com.cn/oss/bdup.prod/authentication/1698656150846_logo.png,,基于流程机器人自动生成文字分析报告,"采用流程机器模拟人工登录企业各类信息系统查询数据，加工、处理后写入文字分析报告模板中形成分析报告，并通过微信发送给领导。
基于流程机器人自动生文字分析报告，减少各单位、各部门报送数据工作量，消除人工加工数据失误造成的错误，方便领导及时、全面掌握企业经营管理情况。",,,,,0,,,"人工智能,企业服务",,,admin,2026-01-25 00:15:19,717,713
,,,,通过,1,0,,0,2023-09-01 09:00:00,,1,6,安徽纪风科技有限公司,,2023-11-03 10:24:54,,,,ah,2,,1452570030065696770,,,,"1452570235813085186,1452570323880886273",,,2,无,,0,,0,,,,http://www.bigdatadex.com.cn/oss/bdup.prod/commodity/1699425760108_微信图片_20231108144227.png,1720265762986389506,软件信息服务,,0,1,数据治理服务,,http://www.bigdatadex.com.cn/oss/bdup.prod/authentication/1698656150846_logo.png,,基于流程机器人进行监管数据自动上报,"采用流程机器人模拟人工定时登录企业内部统一报表平台导出报送各监管部门报表，然后模拟人工逐一登录各监管部门系统进行数据填报、审核、上报。
基于流程机器人实现企业的各单位、各部门自动进行政府监管数据上报，大大减少企业人员日常数据报送负担，以便投入更多精力用于经营和管理。",,,,,0,,,"人工智能,企业服务",,,admin,2026-01-25 00:15:18,718,714
,,,,通过,1,0,,0,2023-09-01 09:00:00,,1,6,安徽纪风科技有限公司,,2023-11-03 11:37:22,,,,ah,2,,1452570030065696770,,,,"1452570235813085186,1452570323880886273",,,5,无,,0,,0,,,,http://www.bigdatadex.com.cn/oss/bdup.prod/commodity/1698982632860_图片8.png,1720284001179136002,软件信息服务,,0,1,数据治理服务,,http://www.bigdatadex.com.cn/oss/bdup.prod/authentication/1698656150846_logo.png,,基于3D数据可视化平台的企业数据动态、可视化展示,"采用“一业一屏、一企一屏”的建设思路，根据“展示内容有逻辑、展示数据要准确、展示画面要清晰、展示信息有价值”的原则，进行数据可视化展示，让企业数据直接、动态的呈现给领导。
动态展示企业的经营成果，辅助领导决策，数据化展示公司形象，提升公司品牌价值。",,,,,0,,,"人工智能,企业服务",,,admin,2026-01-25 00:15:18,723,719
,,,,通过,1,0,,0,2023-09-01 09:00:00,,1,6,安徽纪风科技有限公司,,2023-11-06 15:53:48,,,,ah,2,,1452570030065696770,,,,"1452570235813085186,1452570323880886273",,,2,无,,0,,0,,,,http://www.bigdatadex.com.cn/oss/bdup.prod/commodity/1699425671305_微信图片_20231108144101.jpg,1721435700417654786,软件信息服务,,0,1,数据治理服务,,http://www.bigdatadex.com.cn/oss/bdup.prod/authentication/1698656150846_logo.png,,基于流程机器人实现不提供接口的软件数据共享,"通过流程机器人模拟人员登录不提供接口的软件系统（如：无人维护定制软件、无技术支持国外软件、接口费用昂贵的软件）， 进行报表查询、导出数据，然后导入指定系统（或发送给指定人员），实现数据共享。
解决企业内部不提供接口的软件系统数据共享难题，提升企业数据自动化水平，降低数据治理、数据共享成本。",,,,,0,,,"人工智能,企业服务",,,admin,2026-01-25 00:15:17,719,716
,,,,通过,1,0,,0,2023-11-10 14:56:22,,1,6,上海金仕达卫宁软件科技有限公司,,2023-11-10 14:57:06,,,,all,2,,1471431600979853314,,,,1483744340954181633,,,,,,0,,0,,,,http://www.bigdatadex.com.cn/oss/bdup.prod/commodity/1699599421403_产品样例.png,1722870983411494914,其他,,0,1,数据治理工具,,http://www.bigdatadex.com.cn/oss/bdup.prod/authentication/1693809506274_311_96.png,,医院病案、结算清单质控,为医院用户提供医院病案首页、医保结算清单的数据质量校验服务,,,,,0,,,医疗健康,,,admin,2026-01-25 00:15:16,722,718
